F/MHz,dB (252a),deg (252a),dB (252b),deg (252b),dB (254a),deg (254a),dB (254b),deg (254b),dB (255a),deg (255a),dB (255b),deg (255b),dB (256b),deg (256b)
103.166333,-20.25581908,66.83796763,-19.79635469,53.38837722,-19.69337688,39.33576379,-20.12106546,54.30848301,-20.26217791,55.96104715,-20.38408436,69.67770894,-19.85613178,59.926364
103.366733,-20.16928342,65.10784682,-19.76381316,53.25243979,-19.59158207,39.15300546,-20.22071951,54.21598574,-20.28350347,55.2030986,-20.30861373,71.14901179,-19.89566892,59.99857168
103.567134,-20.38827381,65.48457705,-19.8521107,51.85000733,-19.57112146,37.83483546,-20.07808443,51.94308441,-20.11127026,53.78143431,-20.27065923,67.88644178,-20.0784464,58.55435176
103.767535,-20.51483212,64.07531938,-19.76100194,51.52867115,-19.47140992,36.43257008,-20.12361405,51.48146827,-20.1073357,52.04018525,-20.29718226,66.47568871,-20.20197284,57.39878418
103.967936,-20.2613244,62.09383176,-19.92725423,51.16746133,-19.32796493,35.3117125,-20.15979517,50.40062435,-20.10389357,51.46337263,-20.42943272,66.41216903,-20.06602406,56.60371299
104.168337,-20.44474154,61.65702369,-20.01985824,48.80817713,-19.39436093,34.24710511,-20.149007,47.79860306,-20.20034711,50.18236953,-20.29004282,64.29424167,-20.13112799,55.57872971
104.368737,-20.50176757,59.40314864,-19.79817055,48.76446159,-19.28305313,32.74247811,-20.05692731,48.81683987,-19.97632948,49.12450872,-20.42614573,65.1277102,-20.21337419,54.17943097
104.569138,-20.60715406,60.13010096,-19.85064552,46.86941813,-19.31873875,33.9969694,-20.01792483,46.54205733,-20.32110244,48.73572543,-20.66995271,64.13235476,-20.22995618,54.03216139
104.769539,-20.52581715,58.30417518,-19.6315292,46.0361677,-19.21258318,32.72041253,-20.28633261,46.17118334,-20.04198504,47.43032966,-20.47598833,61.58419128,-20.10811913,52.27600368
104.96994,-20.58526398,57.69541439,-19.68653957,45.36890571,-19.39913886,31.2797484,-20.22700676,44.41304244,-19.88402763,46.59678193,-20.6974633,61.48046368,-20.04061516,51.18778834
105.170341,-20.61604606,56.17220731,-19.76374231,44.73684831,-19.22625709,29.62800689,-20.09608731,43.04368811,-20.34762785,44.16704352,-20.55404618,60.77502208,-19.9565103,50.49085975
105.370741,-20.63739125,55.21009298,-19.56629862,43.35374535,-19.2924808,28.46857807,-20.02622288,42.5661207,-20.25626189,44.41795836,-20.77099284,58.44521065,-20.15079369,50.01361641
105.571142,-20.65705522,55.0269334,-19.77438714,42.87736655,-19.25336828,27.99193548,-20.0755677,41.49909279,-20.15887903,44.37982469,-20.91869583,58.41099064,-20.04499542,48.75360451
105.771543,-20.62306194,51.91068783,-19.62811221,41.40568151,-19.01443994,28.24521602,-19.90384689,41.15855352,-20.08306056,40.60771769,-20.69558851,57.44830291,-20.2674368,48.95091719
105.971944,-20.76564732,52.29416819,-19.59722312,41.5268272,-19.12287156,27.58660301,-20.24041692,39.61323454,-20.14748216,42.35721024,-20.97536119,58.30228584,-20.22382227,46.91010178
106.172345,-20.49212983,50.87471446,-19.6389535,39.95054904,-19.19712796,26.50854725,-20.02595746,38.29585321,-20.06760533,40.00112091,-20.52631683,55.23140364,-20.1608661,46.78492719
106.372745,-20.74947557,49.65737567,-19.61497319,39.04104709,-19.08036397,25.48970462,-20.06443034,38.31149452,-20.12593542,39.25055105,-20.94679505,53.97353202,-20.2091047,45.38938143
106.573146,-20.6741952,48.32377406,-19.5739578,38.02008274,-19.18312836,23.56753833,-20.13193278,36.46427825,-20.32000478,39.39263417,-20.88467494,54.61122404,-20.23107266,44.34430741
106.773547,-20.56464309,48.06724175,-19.76337203,37.68780111,-19.20549553,23.72515116,-20.35033538,36.27931261,-20.20850348,38.5097138,-20.99215273,52.76853696,-20.29598954,43.39399242
106.973948,-20.69905019,45.59412002,-19.77174858,36.05650449,-19.04404638,22.57702965,-19.98306441,36.69559925,-20.03433665,36.48739289,-21.06437381,52.1792044,-20.38072748,42.92088059
107.174349,-20.84273615,45.40732245,-19.49530498,35.581919,-18.99530048,21.11963397,-20.20263892,33.43147348,-20.26940931,36.9785327,-20.91985945,50.77779935,-20.26625594,42.38779224
107.374749,-20.86514856,45.94136999,-19.51543843,34.59857617,-19.06339779,21.41512953,-20.20725581,32.90132484,-20.05776702,34.96902062,-21.2184563,49.35263197,-20.02947796,39.21903416
107.57515,-20.83860654,45.66698099,-19.53746336,34.32624785,-18.91915225,20.58393098,-20.14983508,32.33817654,-20.16251484,34.2522811,-21.13378214,48.97048114,-20.30097065,40.05489213
107.775551,-20.80367537,43.11880909,-19.68053372,32.32732081,-18.94052635,19.69804669,-20.34442549,32.42803847,-20.13559369,33.03740961,-21.18909265,47.80348381,-20.37692313,38.28892196
107.975952,-20.85624251,42.58742697,-19.70215677,31.33904315,-18.86713922,17.71117911,-20.12288629,31.00024499,-20.23027248,32.39619215,-21.08864928,46.83137135,-20.3000956,37.31213923
108.176353,-21.00629351,41.85214176,-19.67961315,31.50556374,-19.08395897,17.36710886,-20.00883167,29.15000936,-20.13864992,31.26072036,-21.39934144,45.99723022,-20.3094965,37.03446941
108.376754,-20.94636606,40.41574381,-19.55751963,30.95911042,-18.75689527,17.31909931,-20.13842566,28.42878498,-20.14098305,30.02242947,-21.26044477,45.28498527,-20.05195905,36.73766748
108.577154,-21.03629919,38.46846047,-19.39264631,29.32611399,-18.90198965,16.43604097,-20.17961491,27.4811294,-19.98505814,30.13693046,-21.20196492,43.67597466,-20.12273384,34.08933118
108.777555,-20.89925415,37.61879579,-19.60238738,28.70903771,-18.81343445,16.20251484,-20.17380446,26.76978143,-19.92379025,28.82031796,-21.23693613,42.46446479,-20.33581782,33.81579741
108.977956,-20.8813646,37.89967424,-19.53085298,27.87611107,-18.71311865,15.12515963,-20.24217155,26.54887642,-20.12530074,29.34223099,-21.29186465,44.52155888,-20.29764503,33.33918698
109.178357,-21.07486696,37.26166525,-19.57870713,26.5315215,-18.64918776,13.672734,-20.11586063,25.97454881,-20.28164249,27.90146927,-21.50560207,41.80312234,-20.27959924,33.02562365
109.378758,-21.06805734,34.85742395,-19.53062189,25.17632085,-18.98495291,13.52004088,-20.19553901,24.46838497,-20.32312558,25.51515389,-21.45432018,41.07246911,-20.33803119,31.39012278
109.579158,-20.96242724,34.71811076,-19.71337783,25.42203838,-18.7763069,12.74309302,-20.18970051,22.34742227,-20.18792651,26.21855046,-21.27406317,38.83638445,-20.22415173,29.92802114
109.779559,-21.06946801,34.41943869,-19.57303257,24.84046318,-18.72737991,11.71612733,-20.24690638,22.8374482,-20.10322492,25.593303,-21.46547803,38.30474508,-20.4488358,30.26817034
109.97996,-20.93077937,32.84357574,-19.50208307,25.56617399,-18.80596307,11.71639637,-20.22459609,22.60792494,-20.20400755,23.45786586,-21.53435074,37.4903446,-20.32261966,28.9368513
110.180361,-21.05798817,30.83786767,-19.59947302,23.88031165,-18.71258889,10.3462217,-20.12426851,21.1999595,-20.03639115,22.50907172,-21.4581677,36.3334968,-20.34466418,28.15208163
110.380762,-21.26694318,32.54738987,-19.44433631,22.22947498,-18.61467616,9.938858089,-20.06241004,19.15309689,-20.10751087,22.56284199,-21.49221314,35.60814558,-20.38543057,27.69302815
110.581162,-21.20133314,29.62568221,-19.45270115,20.69101355,-18.71208068,9.96275673,-20.16275693,18.75370191,-20.30786498,21.63332927,-21.4344749,35.14582365,-20.33529278,26.84157204
110.781563,-21.27824071,28.50081571,-19.4401682,21.48548066,-18.57883775,9.227544127,-20.20707333,19.6101516,-20.06519233,20.74767948,-21.51399237,35.12335167,-20.38563706,25.64049096
110.981964,-21.07551639,28.63816393,-19.47304703,19.46501036,-18.62805534,8.091161101,-20.20354482,17.63434995,-20.09951701,18.75032701,-21.58853181,32.91735793,-20.25753568,24.92017903
111.182365,-21.34779063,27.93255305,-19.39874444,19.89638514,-18.54806275,7.535547744,-20.26598967,17.98757378,-20.06124602,18.0302305,-21.5323413,33.49921138,-20.22998132,23.27660489
111.382766,-21.20552114,27.26028298,-19.38053656,19.05707639,-18.69646525,7.120770922,-20.17097052,15.89199748,-19.99614786,17.74584539,-21.69249633,31.23081349,-20.37361381,22.6918598
111.583166,-21.49703935,26.6496289,-19.32933717,18.18565636,-18.51122544,6.119716239,-20.19491755,14.71077978,-19.91316721,17.49704061,-21.687548,30.0764665,-20.22359476,22.59305873
111.783567,-21.12647552,24.21990773,-19.31180362,17.00069638,-18.64131461,5.48995127,-20.0952738,16.71387453,-20.18604685,15.53037052,-21.54633747,29.23265279,-20.2405752,21.60876847
111.983968,-21.20343349,23.54786177,-19.41464932,16.81804502,-18.59069499,4.130481715,-20.14608316,14.02551796,-20.08548742,16.08429993,-21.86648563,29.19260606,-20.35474892,21.08224723
112.184369,-21.09633948,21.84702051,-19.2988568,15.6356929,-18.4597495,4.204680261,-20.07149017,13.76615071,-20.09698742,15.70623427,-21.72540258,28.08057882,-20.43214665,20.5188394
112.38477,-21.19095549,22.56652657,-19.36691145,16.83265621,-18.62871721,3.942942379,-20.21224528,10.69520579,-19.86636164,14.19077069,-21.92147868,27.14616354,-20.36079575,19.62524535
112.58517,-21.24688477,21.47066371,-19.35664028,13.87532575,-18.54633528,2.998855808,-20.12824621,12.98117491,-20.12652085,13.44500286,-21.93100624,26.69346142,-20.41768061,17.88059252
112.785571,-21.39591554,20.13322285,-19.33073202,13.94636619,-18.50994928,0.822664017,-19.96931236,11.28999624,-20.32100074,13.19450244,-21.89905671,25.90173224,-20.46119252,17.15945869
112.985972,-21.22194279,18.2643496,-19.29156023,13.22923946,-18.36417394,1.870491098,-20.20640091,9.603377751,-19.94893395,11.65665564,-21.9358382,23.92007462,-20.39714106,17.29261634
113.186373,-21.35585659,18.50092281,-19.23660433,12.45080128,-18.50734596,0.124813433,-20.25463398,10.36194327,-20.16990022,11.69508745,-21.88799587,23.8899276,-20.20528996,16.30294463
113.386774,-21.16392658,17.76088354,-19.23648799,11.52007557,-18.494223,0.7989341,-20.32002511,8.60536212,-20.17799108,9.797076002,-22.07241553,22.75917123,-20.24551317,15.45193671
113.587174,-21.52723407,17.82637452,-19.22872194,10.57564353,-18.52750891,-0.394690172,-20.18061933,8.19739225,-20.0574662,10.58901402,-22.01390111,23.21782889,-20.37543994,15.1244482
113.787575,-21.20152533,16.78449766,-19.28702306,10.41875727,-18.38956487,-0.565156802,-20.30277941,6.938998753,-19.96960976,7.902418705,-22.03682649,21.19383973,-20.38274074,13.49592952
113.987976,-21.33200034,15.367306,-19.46274706,10.26492891,-18.46247222,-1.887046881,-20.10757052,7.379882619,-20.06617238,8.417109465,-22.16894839,21.96279165,-20.43308833,12.75148479
114.188377,-21.44002122,14.69953425,-19.50445527,9.253329355,-18.46153435,-2.374712454,-19.96953152,5.565728183,-19.92214228,7.018564521,-22.25741795,19.31394328,-20.51518485,12.49524001
114.388778,-21.38483738,12.58858637,-19.24418363,8.508605392,-18.47213639,-2.31591556,-20.29616477,5.478696859,-20.00087232,5.734846463,-22.06725167,18.24187703,-20.46854213,12.25464482
114.589178,-21.29318577,13.33660075,-19.28047081,8.008037225,-18.404449,-3.958029405,-20.11498615,4.716424137,-19.97399471,5.931536598,-22.42249648,18.0615589,-20.34851188,11.04770372
114.789579,-21.28268389,11.42753047,-19.28281987,6.854439368,-18.450075,-3.132632652,-20.26373777,3.779907694,-19.99064713,5.495672604,-22.36048312,17.59348821,-20.38228615,9.659733805
114.98998,-21.52314967,10.96170733,-19.45146306,6.325508109,-18.44047119,-4.778506656,-20.15848974,2.741325741,-20.25265047,5.371556677,-22.01288419,15.05533774,-20.45539936,9.246757309
115.190381,-21.48779837,9.867179518,-19.21694358,6.031247716,-18.38477221,-4.587302363,-20.07125695,2.244562073,-20.11642646,4.147656464,-22.31108439,15.59243824,-20.46348778,7.498847972
115.390782,-21.5536552,9.639831459,-19.25606682,6.117355776,-18.43195621,-4.964253773,-20.16211545,1.636477913,-20.2052758,2.870052468,-22.25975685,14.70761763,-20.62171521,8.83117982
115.591182,-21.32330945,8.699482123,-19.2977886,4.478912018,-18.32853918,-5.984881793,-20.08952881,1.689836077,-20.13567405,2.578487899,-22.30666259,14.23079805,-20.47559218,8.057114502
115.791583,-21.53544282,8.024427254,-19.27896863,4.461980311,-18.29633704,-7.037660873,-20.16010366,0.634054183,-20.15641521,1.998054689,-22.43372536,12.48031262,-20.58695743,6.533533308
115.991984,-21.48050726,6.984389586,-19.14468963,3.915986399,-18.24117395,-6.776845732,-20.12468121,0.299034657,-19.85196636,1.054853894,-22.33144345,12.07239316,-20.29730601,6.860991264
116.192385,-21.2501682,6.042514835,-19.19981886,3.367916474,-18.32009402,-8.30251635,-20.24787935,-1.427783552,-20.15758004,1.024264679,-22.32980615,10.54977795,-20.48853254,5.456820033
116.392786,-21.48694962,4.595264116,-19.26551801,2.398051906,-18.27216854,-8.178856533,-20.15939997,-1.473483082,-20.03282431,0.279383994,-22.4010076,11.17573755,-20.58171542,4.435188895
116.593186,-21.60135105,4.985409864,-19.2330735,0.978346789,-18.36710243,-9.064390325,-19.99041511,-2.799968619,-19.9605719,-1.429877789,-22.34361875,8.376812818,-20.45438542,3.152010615
116.793587,-21.59658574,3.855040954,-19.21112729,0.558627475,-18.21250794,-8.98514489,-20.1447425,-3.627535288,-19.94102901,-0.834293032,-22.35710221,7.109350891,-20.45789204,3.457031516
116.993988,-21.59298459,4.207497334,-19.26054885,0.343962123,-18.29248514,-10.51981609,-20.13751253,-4.261966386,-20.05124969,-2.671213995,-22.17520864,7.647403931,-20.49160489,1.835764385
117.194389,-21.64323228,1.472794939,-19.22784164,-0.597385245,-18.28460306,-10.91588807,-20.21572888,-5.135474399,-20.05735706,-3.984634431,-22.31166224,5.98515979,-20.4791206,1.616983857
117.39479,-21.61799226,0.857129701,-19.20200968,-1.259649012,-18.25137855,-10.78932566,-20.11845659,-4.87632583,-20.02286651,-3.768548503,-22.47201819,5.155552575,-20.49977202,1.612046328
117.59519,-21.70253576,1.286746502,-19.13883892,-1.814478425,-18.39061286,-12.01351876,-20.12275938,-5.783655791,-20.04549122,-4.080620798,-22.47585945,4.108273047,-20.46405344,0.468384386
117.795591,-21.46836778,0.039662072,-19.20011473,-2.309572492,-18.21122423,-11.72809376,-20.01278722,-6.080280083,-19.96852066,-3.387443105,-22.43105489,3.554294171,-20.32423626,-0.149661373
117.995992,-21.61581874,-0.364059645,-19.27406496,-2.899104277,-18.3423358,-12.80737903,-20.10548,-7.114277509,-19.92556922,-5.782464225,-22.48442011,3.092632356,-20.47653731,-0.959063997
118.196393,-21.41814495,-0.995442946,-19.05731784,-3.534203887,-18.18010468,-13.59487243,-20.0733461,-7.369868445,-19.95668794,-5.334214089,-22.38960219,1.643472237,-20.47524244,-2.036228683
118.396794,-21.72109152,-1.242586582,-19.16152518,-3.247060828,-18.31309233,-13.27906594,-20.21031113,-9.274042989,-19.90600299,-6.46154692,-22.42887827,2.041658702,-20.47312662,-2.013492321
118.597194,-21.49487913,-3.479930279,-19.18555659,-5.055870271,-18.16631534,-14.45963661,-20.21217684,-9.578027546,-20.00588151,-7.493402676,-22.42770264,0.954204979,-20.47586276,-3.242437514
118.797595,-21.49969414,-4.185007857,-19.17185009,-5.282425896,-18.24138119,-14.76075128,-20.14148884,-9.769578213,-20.08245449,-7.394453934,-22.4891148,-0.614509429,-20.45524573,-4.057585456
118.997996,-21.7395139,-4.418689355,-19.15313841,-6.027469819,-18.24463224,-16.16342506,-19.99119589,-10.49078342,-20.10502948,-9.183881139,-22.47941697,-0.606683068,-20.53336076,-4.988243633
119.198397,-21.5338447,-4.813466407,-19.16780972,-6.45412339,-18.13505395,-16.25845231,-20.15496272,-11.4727237,-19.99258804,-9.296073759,-22.38891863,-2.21804941,-20.50866267,-4.898380962
119.398798,-21.55263906,-5.90152469,-19.19172592,-7.242948443,-18.06728952,-15.96079199,-20.10201125,-11.64728713,-20.0340384,-9.257059807,-22.56794603,-2.92134151,-20.60631612,-6.039141984
119.599198,-21.65252518,-5.981460085,-19.1955798,-8.170910758,-18.1615581,-17.70222883,-20.20904944,-12.35061785,-20.02484447,-10.92610552,-22.34279818,-2.702241655,-20.57595562,-6.017981092
119.799599,-21.69201809,-8.226247368,-19.06419453,-7.718071233,-18.22493083,-17.1186225,-20.09738408,-13.57141172,-20.04563528,-11.48760127,-22.54317754,-5.11855901,-20.50912692,-6.365732682
120,-21.65003875,-8.779912739,-19.17141753,-8.887914066,-18.19809945,-18.08253506,-20.19779337,-14.18776379,-20.12738427,-11.82634505,-22.66565936,-4.898734651,-20.48925569,-7.823447718
